	Genome	Original_name	Study_set	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	CMseq	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	MGnify_accession	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
99313	GUT_GENOME099314	HeQ_2017__SZAXPI029568-81__bin.12	CIBIO	MAG	2120717	37	70598	48.8	79.75	0.63	0.05	0.0	0.0	5.47	13		GUT_GENOME001587	MGYG-HGUT-00251	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	ERS1343401	ERP017091	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00251/genomes7/GUT_GENOME099314.gff.gz
102177	GUT_GENOME102178	HMP_2012__SRS023583__bin.10	CIBIO	MAG	1537170	334	5440	45.73	64.21	1.75	0.08	0.0	0.0	0.0	15		GUT_GENOME000659	MGYG-HGUT-00140	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp900066615	SRS023583	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00140/genomes1/GUT_GENOME102178.gff.gz
62168	GUT_GENOME062169	ERR526019_bin.28	EBI	MAG	2014206	269	9402	43.41	88.35	2.1	0.56	93.28	0.0	16.31	16	ERZ903862	GUT_GENOME233517	MGYG-HGUT-03439	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	ERS473354	ERP005989	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-034/MGYG-HGUT-03439/genomes4/GUT_GENOME062169.gff.gz
19858	GUT_GENOME019859	CosteaPI_2017__daisy-11-0-0__bin.53	CIBIO	MAG	1640197	150	15668	37.93	71.48	0.0	0.12	0.0	0.0	0.0	10		GUT_GENOME147149	MGYG-HGUT-02528	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	ERS1444656	ERP019502	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02528/genomes6/GUT_GENOME019859.gff.gz
271909	GUT_GENOME271910	ZeeviD_2015__PNP_Main_37__bin.30	CIBIO	MAG	2020078	75	52413	32.76	88.89	1.28	0.02	93.28	6.52	0.0	20		GUT_GENOME015836	MGYG-HGUT-00549	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__Zag1 sp001765415	ERS971675	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-005/MGYG-HGUT-00549/genomes1/GUT_GENOME271910.gff.gz
109538	GUT_GENOME109539	LeChatelierE_2013__MH0131__bin.30	CIBIO	MAG	3015436	217	27900	29.17	91.51	0.94	0.12	0.0	0.0	0.0	16		GUT_GENOME000196	MGYG-HGUT-00045	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium sp000752095	ERS328844	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00045/genomes2/GUT_GENOME109539.gff.gz
191731	GUT_GENOME191732	SRR5056880_bin.94	EBI	MAG	1234562	44	40157	29.2	73.87	2.3	1.08	0.0	0.0	10.91	17	ERZ937578	GUT_GENOME134384	MGYG-HGUT-02177	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	SRS1820400	SRP093965	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-021/MGYG-HGUT-02177/genomes1/GUT_GENOME191732.gff.gz
249169	GUT_GENOME249170	WenC_2017__N316__bin.77	CIBIO	MAG	2029571	211	13138	52.11	82.03	0.67	0.03	0.0	59.23	0.0	14		GUT_GENOME140311	MGYG-HGUT-02295	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	SRS1846773	SRP094805	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-022/MGYG-HGUT-02295/genomes1/GUT_GENOME249170.gff.gz
135414	GUT_GENOME135415	NielsenHB_2014__O2_UC38_0__bin.6	CIBIO	MAG	2122637	224	14093	57.86	89.85	2.41	0.58	0.0	0.0	0.0	17		GUT_GENOME140074	MGYG-HGUT-02272	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	ERS199228	ERP002061	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-022/MGYG-HGUT-02272/genomes3/GUT_GENOME135415.gff.gz
248128	GUT_GENOME248129	WenC_2017__N037__bin.17	CIBIO	MAG	2222457	252	12907	63.07	94.62	1.45	0.21	0.0	0.0	0.0	18		GUT_GENOME096276	MGYG-HGUT-01410	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A	SRS1846865	SRP094805	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-014/MGYG-HGUT-01410/genomes2/GUT_GENOME248129.gff.gz
271131	GUT_GENOME271132	ZeeviD_2015__PNP_Main_342__bin.42	CIBIO	MAG	2571460	30	128905	37.36	90.6	0.0	0.01	0.0	0.0	0.0	16		GUT_GENOME000237	MGYG-HGUT-00060	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	ERS971980	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00060/genomes2/GUT_GENOME271132.gff.gz
27831	GUT_GENOME027832	DRR042394_bin.23	EBI	MAG	2423511	89	47866	45.16	80.56	0.43	0.25	0.0	16.7	7.69	18	ERZ840053	GUT_GENOME000676	MGYG-HGUT-00142	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis	DRS026633	DRP003048	Japan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00142/genomes1/GUT_GENOME027832.gff.gz
153246	GUT_GENOME153247	QinJ_2012__T2D-102__bin.23	CIBIO	MAG	2222769	246	14912	62.5	93.59	1.61	0.97	0.0	0.0	0.0	19		GUT_GENOME001638	MGYG-HGUT-00256	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_B;s__Olsenella_B sp000752675	SRS294929	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00256/genomes1/GUT_GENOME153247.gff.gz
4667	GUT_GENOME004668	BackhedF_2015__SID385_M__bin.21	CIBIO	MAG	6418647	555	19384	42.56	80.67	3.45	0.14	0.0	0.0	0.0	19		GUT_GENOME143484	MGYG-HGUT-02470	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	ERS473224	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02470/genomes1/GUT_GENOME004668.gff.gz
29397	GUT_GENOME029398	ERR1018198_bin.11	EBI	MAG	2115729	203	14734	58.44	70.62	1.79	0.99	0.0	0.0	0.0	17	ERZ852653	GUT_GENOME095967	MGYG-HGUT-01300	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_K	ERS848631	ERP012177	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01300/genomes1/GUT_GENOME029398.gff.gz
152924	GUT_GENOME152925	QinJ_2012__T2D-087__bin.12	CIBIO	MAG	4237902	81	107223	46.37	79.81	0.0	0.46	0.0	0.0	0.0	20		GUT_GENOME096083	MGYG-HGUT-01346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS295025	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes9/GUT_GENOME152925.gff.gz
46274	GUT_GENOME046275	ERR1620314_bin.56	EBI	MAG	4567789	170	44454	50.91	82.34	0.63	0.32	0.0	0.0	0.0	13	ERZ850481	GUT_GENOME000980	MGYG-HGUT-00179	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__	ERS1343376	ERP017091	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00179/genomes1/GUT_GENOME046275.gff.gz
244475	GUT_GENOME244476	VogtmannE_2016__MMRS11932626ST-27-0-0__bin.35	CIBIO	MAG	2031771	581	3682	43.1	71.05	0.63	0.42	0.0	0.0	0.0	11		GUT_GENOME000682	MGYG-HGUT-00144	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	ERS1066729	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00144/genomes1/GUT_GENOME244476.gff.gz
282586	GUT_GENOME282587	ZellerG_2014__CCIS16326685ST-4-0__bin.44	CIBIO	MAG	1855679	366	6116	60.45	82.82	3.23	0.94	0.0	0.0	0.0	13		GUT_GENOME179927	MGYG-HGUT-02917	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS436718	ERP005534	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-029/MGYG-HGUT-02917/genomes1/GUT_GENOME282587.gff.gz
136726	GUT_GENOME136727	NielsenHB_2014__V1_CD25_0__bin.23	CIBIO	MAG	1493107	404	4289	47.5	66.41	1.57	0.17	0.0	0.0	0.0	11		GUT_GENOME000967	MGYG-HGUT-00177	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp000436415	ERS199294	ERP002061	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00177/genomes1/GUT_GENOME136727.gff.gz
242102	GUT_GENOME242103	VatanenT_2016__G80421__bin.4	CIBIO	MAG	1936591	319	8568	59.92	91.98	0.12	0.06	0.0	0.0	0.0	19		GUT_GENOME240703	MGYG-HGUT-03707	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	SRS1735439	SRP090628	Russia	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-037/MGYG-HGUT-03707/genomes1/GUT_GENOME242103.gff.gz
260296	GUT_GENOME260297	XieH_2016__YSZC12003_37399__bin.27	CIBIO	MAG	2955954	514	7478	60.35	90.08	2.49	0.24	94.12	0.0	37.2	18		GUT_GENOME246789	MGYG-HGUT-03875	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	ERS746922	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-038/MGYG-HGUT-03875/genomes1/GUT_GENOME260297.gff.gz
129987	GUT_GENOME129988	LoombaR_2017__SID0008_kcu__bin.36	CIBIO	MAG	4581498	532	12498	50.59	96.13	2.55	0.08	94.96	0.0	0.0	19		GUT_GENOME144544	MGYG-HGUT-02506	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D	SRS1994027	SRP100446	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02506/genomes12/GUT_GENOME129988.gff.gz
42056	GUT_GENOME042057	ERR1297651_bin.1	EBI	MAG	654530	191	3402	62.12	54.74	0.67	0.61	0.0	0.0	0.0	11	ERZ873930	GUT_GENOME096276	MGYG-HGUT-01410	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A	ERS1069658	ERP013827	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-014/MGYG-HGUT-01410/genomes2/GUT_GENOME042057.gff.gz
158188	GUT_GENOME158189	RaymondF_2016__P18E90__bin.19	CIBIO	MAG	3172141	15	280012	43.24	99.25	0.0	0.0	0.0	0.0	0.0	20		GUT_GENOME000682	MGYG-HGUT-00144	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	ERS634971	ERP009131	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00144/genomes2/GUT_GENOME158189.gff.gz
121760	GUT_GENOME121761	LiJ_2014__V1.FI27__bin.28	CIBIO	MAG	2637840	217	18202	48.84	89.3	4.54	0.17	0.0	0.0	5.5	10		GUT_GENOME001587	MGYG-HGUT-00251	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	ERS396518	ERP004605	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00251/genomes2/GUT_GENOME121761.gff.gz
236685	GUT_GENOME236686	SRS476187_113	HGM	MAG	2716250	250	14616	59.03	84.32	0.14		0.0	0.0	0.0	15		GUT_GENOME239663	MGYG-HGUT-03682	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	SRS476187	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-036/MGYG-HGUT-03682/genomes1/GUT_GENOME236686.gff.gz
92041	GUT_GENOME092042	FengQ_2015__SID31489__bin.61	CIBIO	MAG	2448391	355	10842	63.29	90.34	1.88	0.67	0.0	0.0	6.5	18		GUT_GENOME143514	MGYG-HGUT-02480	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	ERS608606	ERP008729	Austria	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02480/genomes1/GUT_GENOME092042.gff.gz
43323	GUT_GENOME043324	ERR1297828_bin.13	EBI	MAG	2530538	42	89065	50.65	97.97	2.2	0.0	93.28	0.0	10.74	19	ERZ875307	GUT_GENOME249684	MGYG-HGUT-03912	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000435635	ERS1069663	ERP013827	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-039/MGYG-HGUT-03912/genomes1/GUT_GENOME043324.gff.gz
159878	GUT_GENOME159879	SchirmerM_2016__G88721__bin.2	CIBIO	MAG	1809931	364	6504	59.93	85.11	1.88	0.09	0.0	0.0	0.0	17		GUT_GENOME196449	MGYG-HGUT-03033	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	SRS1876360	SRP095580	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-030/MGYG-HGUT-03033/genomes1/GUT_GENOME159879.gff.gz
7116	GUT_GENOME007117	BackhedF_2015__SID7_12M__bin.4	CIBIO	MAG	5286952	152	54187	41.7	73.62	0.0	0.01	0.0	0.0	0.0	19		GUT_GENOME096080	MGYG-HGUT-01345	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	ERS473403	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01345/genomes1/GUT_GENOME007117.gff.gz
46026	GUT_GENOME046027	ERR1620296_bin.35	EBI	MAG	4210211	77	101648	46.68	93.24	2.76	0.03	0.0	0.0	10.8	17	ERZ850180	GUT_GENOME096083	MGYG-HGUT-01346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1343358	ERP017091	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes2/GUT_GENOME046027.gff.gz
255506	GUT_GENOME255507	XieH_2016__YSZC12003_36533__bin.93	CIBIO	MAG	1879367	89	36103	61.73	87.09	0.67	0.23	0.0	0.0	0.0	16		GUT_GENOME096701	MGYG-HGUT-01565	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900317855	ERS746856	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-015/MGYG-HGUT-01565/genomes1/GUT_GENOME255507.gff.gz
185400	GUT_GENOME185401	SRR4444847_bin.71	EBI	MAG	2576679	158	23606	59.76	87.17	1.92	1.23	94.96	0.0	11.18	13	ERZ977065	GUT_GENOME000285	MGYG-HGUT-00074	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	SRS1754486	SRP091570	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00074/genomes3/GUT_GENOME185401.gff.gz
114061	GUT_GENOME114062	LeChatelierE_2013__MH0442__bin.91	CIBIO	MAG	2130060	97	36891	50.73	84.19	0.38	0.17	0.0	0.0	0.0	20		GUT_GENOME148897	MGYG-HGUT-02556	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp000437795	ERS328991	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02556/genomes2/GUT_GENOME114062.gff.gz
106081	GUT_GENOME106082	KarlssonFH_2013__S551__bin.38	CIBIO	MAG	993007	187	6907	30.88	64.69	0.0	0.67	0.0	20.16	11.32	14		GUT_GENOME256964	MGYG-HGUT-04120	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__	ERS235562	ERP002469	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-041/MGYG-HGUT-04120/genomes1/GUT_GENOME106082.gff.gz
145885	GUT_GENOME145886	PATRIC_57743_183	PATRIC/IMG	Isolate	4959654	67	162707	52.13	100.0	0.18		95.8	64.19	55.93	19	57743.183	GUT_GENOME142031	MGYG-HGUT-02366	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	SAMN06339607	PRJNA374906	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02366/genomes1/GUT_GENOME145886.gff.gz
109929	GUT_GENOME109930	LeChatelierE_2013__MH0148__bin.22	CIBIO	MAG	2082278	385	7172	37.72	84.44	4.95	0.57	0.0	0.0	0.0	11		GUT_GENOME147149	MGYG-HGUT-02528	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	ERS328861	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02528/genomes5/GUT_GENOME109930.gff.gz
175260	GUT_GENOME175261	SRR2912796_bin.43	EBI	MAG	1766361	33	78815	30.93	100.0	0.0	0.01	0.0	0.0	0.0	20		GUT_GENOME132205	MGYG-HGUT-02163	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	SRS1158742	SRP066053	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-021/MGYG-HGUT-02163/genomes2/GUT_GENOME175261.gff.gz
284945	GUT_GENOME284946	ZellerG_2014__CCIS81887263ST-4-0__bin.32	CIBIO	MAG	2107234	19	188082	40.7	99.33	1.01	0.08	92.44	0.0	0.0	18		GUT_GENOME001659	MGYG-HGUT-00258	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	ERS436689	ERP005534	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00258/genomes6/GUT_GENOME284946.gff.gz
195705	GUT_GENOME195706	SRR5106501_bin.16	EBI	MAG	1647938	26	126506	62.22	93.17	0.62	0.0	0.0	0.0	0.0	19	ERZ865230	GUT_GENOME248086	MGYG-HGUT-03901	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	SRS1858724	SRP095060	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-039/MGYG-HGUT-03901/genomes1/GUT_GENOME195706.gff.gz
2380	GUT_GENOME002381	BackhedF_2015__SID133_4M__bin.13	CIBIO	MAG	1985665	50	114258	38.8	100.0	0.6	0.21	92.44	0.0	99.69	19		GUT_GENOME096096	MGYG-HGUT-01349	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A	ERS473049	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01349/genomes2/GUT_GENOME002381.gff.gz
100116	GUT_GENOME100117	HeQ_2017__SZAXPI029597-158__bin.7	CIBIO	MAG	1923100	381	6262	52.94	79.25	0.69	0.18	0.0	0.0	0.0	12		GUT_GENOME066545	MGYG-HGUT-01021	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	ERS1343431	ERP017091	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-010/MGYG-HGUT-01021/genomes1/GUT_GENOME100117.gff.gz
188730	GUT_GENOME188731	SRR5056662_bin.41	EBI	MAG	2702633	125	34017	29.14	96.23	0.0	0.15	0.0	0.0	0.0	14	ERZ934204	GUT_GENOME000196	MGYG-HGUT-00045	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium sp000752095	SRS1820210	SRP093965	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00045/genomes2/GUT_GENOME188731.gff.gz
118484	GUT_GENOME118485	LiJ_2014__O2.UC12-1__bin.73	CIBIO	MAG	1545159	296	6654	58.67	66.25	1.11	0.02	0.0	0.0	0.0	14		GUT_GENOME000111	MGYG-HGUT-00027	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella jalaludinii	ERS396409	ERP004605	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00027/genomes1/GUT_GENOME118485.gff.gz
215032	GUT_GENOME215033	SRS022071_51	HGM	MAG	1844713	205	11658	59.9	89.17	1.08	2.87	75.63	0.0	0.0	18		GUT_GENOME239815	MGYG-HGUT-03703	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	SRS022071	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-037/MGYG-HGUT-03703/genomes1/GUT_GENOME215033.gff.gz
